cus_id,cus_type,cus_fname,cus_lname,cus_address,cus_province,cus_zipcode,cus_id_card,cus_phone,cus_email
1142,2,CUSfname1142,CUSlname1142,,,,,,
1143,2,CUSfname1143,CUSlname1143,,,,,,
1144,2,CUSfname1144,CUSlname1144,,,,,,
1145,2,CUSfname1145,CUSlname1145,,,,,,
1146,2,CUSfname1146,CUSlname1146,,,,,,
1147,1,CUSfname1147,CUSlname1147,,,,,,
1148,1,CUSfname1148,CUSlname1148,,,,,,
1149,1,CUSfname1149,CUSlname1149,,,,,,
1150,1,CUSfname1150,CUSlname1150,,,,,,
1151,1,CUSfname1151,CUSlname1151,,,,,,
1152,1,CUSfname1152,CUSlname1152,,,,,,
1153,1,CUSfname1153,CUSlname1153,,,,,,
1154,1,CUSfname1154,CUSlname1154,,,,,,
1155,1,CUSfname1155,CUSlname1155,,,,,,
1156,1,CUSfname1156,CUSlname1156,,,,,,
1157,1,CUSfname1157,CUSlname1157,,,,,,
1158,1,CUSfname1158,CUSlname1158,,,,,,
1159,1,CUSfname1159,CUSlname1159,,,,,,
1160,1,CUSfname1160,CUSlname1160,,,,,,
1161,1,CUSfname1161,CUSlname1161,,,,,,
1162,2,CUSfname1162,CUSlname1162,,,,,,
1163,1,CUSfname1163,CUSlname1163,,,,,,
1164,1,CUSfname1164,CUSlname1164,,,,,,
1165,1,CUSfname1165,CUSlname1165,,,,,,
1166,1,CUSfname1166,CUSlname1166,,,,,,
1167,1,CUSfname1167,CUSlname1167,,,,,,
1168,1,CUSfname1168,CUSlname1168,,,,,,
1169,1,CUSfname1169,CUSlname1169,,,,,,
1170,1,CUSfname1170,CUSlname1170,,,,,,
1171,1,CUSfname1171,CUSlname1171,,,,,,
1172,1,CUSfname1172,CUSlname1172,,,,,,
1173,1,CUSfname1173,CUSlname1173,,,,,,
1174,1,CUSfname1174,CUSlname1174,,,,,,
1175,1,CUSfname1175,CUSlname1175,,,,,,
1176,1,CUSfname1176,CUSlname1176,,,,,,
1177,1,CUSfname1177,CUSlname1177,,,,,,
1178,2,CUSfname1178,CUSlname1178,,,,,,
1179,1,CUSfname1179,CUSlname1179,,,,,,
1180,1,CUSfname1180,CUSlname1180,,,,,,
1181,1,CUSfname1181,CUSlname1181,,,,,,
1182,1,CUSfname1182,CUSlname1182,,,,,,
1183,1,CUSfname1183,CUSlname1183,,,,,,
1184,1,CUSfname1184,CUSlname1184,,,,,,
1185,1,CUSfname1185,CUSlname1185,,,,,,
1186,1,CUSfname1186,CUSlname1186,,,,,,
1187,1,CUSfname1187,CUSlname1187,,,,,,
1188,1,CUSfname1188,CUSlname1188,,,,,,
1189,1,CUSfname1189,CUSlname1189,,,,,,
1190,1,CUSfname1190,CUSlname1190,,,,,,
1191,1,CUSfname1191,CUSlname1191,,,,,,
1192,1,CUSfname1192,CUSlname1192,,,,,,
1193,1,CUSfname1193,CUSlname1193,,,,,,
1194,1,CUSfname1194,CUSlname1194,,,,,,
1195,1,CUSfname1195,CUSlname1195,,,,,,
1196,1,CUSfname1196,CUSlname1196,,,,,,
1197,1,CUSfname1197,CUSlname1197,,,,,,
1198,1,CUSfname1198,CUSlname1198,,,,,,
1199,1,CUSfname1199,CUSlname1199,,,,,,
1200,1,CUSfname1200,CUSlname1200,,,,,,
1201,1,CUSfname1201,CUSlname1201,,,,,,
1202,1,CUSfname1202,CUSlname1202,,,,,,
1203,1,CUSfname1203,CUSlname1203,,,,,,
1204,1,CUSfname1204,CUSlname1204,,,,,,
1205,1,CUSfname1205,CUSlname1205,,,,,,
1206,1,CUSfname1206,CUSlname1206,,,,,,
1207,1,CUSfname1207,CUSlname1207,,,,,,
1208,1,CUSfname1208,CUSlname1208,,,,,,
1209,1,CUSfname1209,CUSlname1209,,,,,,
1210,1,CUSfname1210,CUSlname1210,,,,,,
1211,1,CUSfname1211,CUSlname1211,,,,,,
1212,1,CUSfname1212,CUSlname1212,,,,,,
1213,1,CUSfname1213,CUSlname1213,,,,,,
1214,1,CUSfname1214,CUSlname1214,,,,,,
1215,1,CUSfname1215,CUSlname1215,,,,,,
1216,1,CUSfname1216,CUSlname1216,,,,,,
1217,1,CUSfname1217,CUSlname1217,,,,,,
1218,1,CUSfname1218,CUSlname1218,,,,,,
1219,1,CUSfname1219,CUSlname1219,,,,,,
1220,1,CUSfname1220,CUSlname1220,,,,,,
1221,1,CUSfname1221,CUSlname1221,,,,,,
1222,1,CUSfname1222,CUSlname1222,,,,,,
1223,1,CUSfname1223,CUSlname1223,,,,,,
1224,1,CUSfname1224,CUSlname1224,,,,,,
1225,1,CUSfname1225,CUSlname1225,,,,,,
1226,1,CUSfname1226,CUSlname1226,,,,,,
1227,1,CUSfname1227,CUSlname1227,,,,,,
1228,1,CUSfname1228,CUSlname1228,,,,,,
1229,1,CUSfname1229,CUSlname1229,,,,,,
1230,1,CUSfname1230,CUSlname1230,,,,,,
1231,1,CUSfname1231,CUSlname1231,,,,,,
1232,1,CUSfname1232,CUSlname1232,,,,,,
1233,1,CUSfname1233,CUSlname1233,,,,,,
1234,1,CUSfname1234,CUSlname1234,,,,,,
1235,1,CUSfname1235,CUSlname1235,,,,,,
1236,1,CUSfname1236,CUSlname1236,,,,,,
1237,1,CUSfname1237,CUSlname1237,,,,,,
1238,1,CUSfname1238,CUSlname1238,,,,,,
1239,1,CUSfname1239,CUSlname1239,,,,,,
1240,1,CUSfname1240,CUSlname1240,,,,,,
1241,1,CUSfname1241,CUSlname1241,,,,,,
1242,2,CUSfname1242,CUSlname1242,,,,,,
1243,1,CUSfname1243,CUSlname1243,,,,,,
1244,1,CUSfname1244,CUSlname1244,,,,,,
1245,1,CUSfname1245,CUSlname1245,,,,,,
1246,1,CUSfname1246,CUSlname1246,,,,,,
1247,1,CUSfname1247,CUSlname1247,,,,,,
1248,1,CUSfname1248,CUSlname1248,,,,,,
1249,1,CUSfname1249,CUSlname1249,,,,,,
1250,1,CUSfname1250,CUSlname1250,,,,,,
1251,1,CUSfname1251,CUSlname1251,,,,,,
1252,1,CUSfname1252,CUSlname1252,,,,,,
1253,1,CUSfname1253,CUSlname1253,,,,,,
1254,1,CUSfname1254,CUSlname1254,,,,,,
1255,1,CUSfname1255,CUSlname1255,,,,,,
1256,1,CUSfname1256,CUSlname1256,,,,,,
1257,1,CUSfname1257,CUSlname1257,,,,,,
1258,1,CUSfname1258,CUSlname1258,,,,,,
1259,1,CUSfname1259,CUSlname1259,,,,,,
1260,1,CUSfname1260,CUSlname1260,,,,,,
1261,1,CUSfname1261,CUSlname1261,,,,,,
1262,1,CUSfname1262,CUSlname1262,,,,,,
1263,1,CUSfname1263,CUSlname1263,,,,,,
1264,1,CUSfname1264,CUSlname1264,,,,,,
1265,1,CUSfname1265,CUSlname1265,,,,,,
1266,1,CUSfname1266,CUSlname1266,,,,,,
1267,1,CUSfname1267,CUSlname1267,,,,,,
1268,1,CUSfname1268,CUSlname1268,,,,,,
1269,1,CUSfname1269,CUSlname1269,,,,,,
1270,1,CUSfname1270,CUSlname1270,,,,,,
1271,1,CUSfname1271,CUSlname1271,,,,,,
1272,1,CUSfname1272,CUSlname1272,,,,,,
1273,1,CUSfname1273,CUSlname1273,,,,,,
1274,1,CUSfname1274,CUSlname1274,,,,,,
1275,1,CUSfname1275,CUSlname1275,,,,,,
1276,1,CUSfname1276,CUSlname1276,,,,,,
1277,1,CUSfname1277,CUSlname1277,,,,,,
1278,1,CUSfname1278,CUSlname1278,,,,,,
1279,1,CUSfname1279,CUSlname1279,,,,,,
1280,1,CUSfname1280,CUSlname1280,,,,,,
1281,1,CUSfname1281,CUSlname1281,,,,,,
1282,1,CUSfname1282,CUSlname1282,,,,,,
1283,1,CUSfname1283,CUSlname1283,,,,,,
1284,1,CUSfname1284,CUSlname1284,,,,,,
1285,1,CUSfname1285,CUSlname1285,,,,,,
1286,1,CUSfname1286,CUSlname1286,,,,,,
1287,1,CUSfname1287,CUSlname1287,,,,,,
1288,1,CUSfname1288,CUSlname1288,,,,,,
1289,1,CUSfname1289,CUSlname1289,,,,,,
1290,1,CUSfname1290,CUSlname1290,,,,,,
1291,1,CUSfname1291,CUSlname1291,,,,,,
1292,1,CUSfname1292,CUSlname1292,,,,,,
1293,1,CUSfname1293,CUSlname1293,,,,,,
1294,1,CUSfname1294,CUSlname1294,,,,,,
1295,1,CUSfname1295,CUSlname1295,,,,,,
1296,1,CUSfname1296,CUSlname1296,,,,,,
1297,1,CUSfname1297,CUSlname1297,,,,,,
1298,1,CUSfname1298,CUSlname1298,,,,,,
1299,1,CUSfname1299,CUSlname1299,,,,,,
1300,1,CUSfname1300,CUSlname1300,,,,,,
1301,1,CUSfname1301,CUSlname1301,,,,,,
1302,1,CUSfname1302,CUSlname1302,,,,,,
1303,1,CUSfname1303,CUSlname1303,,,,,,
1304,1,CUSfname1304,CUSlname1304,,,,,,
1305,1,CUSfname1305,CUSlname1305,,,,,,
1306,1,CUSfname1306,CUSlname1306,,,,,,
1307,1,CUSfname1307,CUSlname1307,,,,,,
1308,1,CUSfname1308,CUSlname1308,,,,,,
1309,1,CUSfname1309,CUSlname1309,,,,,,
1310,1,CUSfname1310,CUSlname1310,,,,,,
1311,1,CUSfname1311,CUSlname1311,,,,,,
1312,1,CUSfname1312,CUSlname1312,,,,,,
1313,1,CUSfname1313,CUSlname1313,,,,,,
1314,1,CUSfname1314,CUSlname1314,,,,,,
1315,1,CUSfname1315,CUSlname1315,,,,,,
1316,1,CUSfname1316,CUSlname1316,,,,,,
1317,1,CUSfname1317,CUSlname1317,,,,,,
1318,1,CUSfname1318,CUSlname1318,,,,,,
1319,1,CUSfname1319,CUSlname1319,,,,,,
1320,1,CUSfname1320,CUSlname1320,,,,,,
1321,1,CUSfname1321,CUSlname1321,,,,,,
1322,1,CUSfname1322,CUSlname1322,,,,,,
1323,1,CUSfname1323,CUSlname1323,,,,,,
1324,1,CUSfname1324,CUSlname1324,,,,,,
1325,1,CUSfname1325,CUSlname1325,,,,,,
1326,1,CUSfname1326,CUSlname1326,,,,,,
1327,1,CUSfname1327,CUSlname1327,,,,,,
1328,1,CUSfname1328,CUSlname1328,,,,,,
1329,1,CUSfname1329,CUSlname1329,,,,,,
1330,1,CUSfname1330,CUSlname1330,,,,,,
1331,1,CUSfname1331,CUSlname1331,,,,,,
1332,1,CUSfname1332,CUSlname1332,,,,,,
1333,1,CUSfname1333,CUSlname1333,,,,,,
1334,1,CUSfname1334,CUSlname1334,,,,,,
1335,1,CUSfname1335,CUSlname1335,,,,,,
1336,1,CUSfname1336,CUSlname1336,,,,,,
1337,1,CUSfname1337,CUSlname1337,,,,,,
1338,1,CUSfname1338,CUSlname1338,,,,,,
1339,1,CUSfname1339,CUSlname1339,,,,,,
1340,1,CUSfname1340,CUSlname1340,,,,,,
1341,1,CUSfname1341,CUSlname1341,,,,,,
1342,1,CUSfname1342,CUSlname1342,,,,,,
1343,1,CUSfname1343,CUSlname1343,,,,,,
1344,1,CUSfname1344,CUSlname1344,,,,,,
1345,1,CUSfname1345,CUSlname1345,,,,,,
1346,1,CUSfname1346,CUSlname1346,,,,,,
1347,1,CUSfname1347,CUSlname1347,,,,,,
1348,1,CUSfname1348,CUSlname1348,,,,,,
1349,1,CUSfname1349,CUSlname1349,,,,,,
1350,1,CUSfname1350,CUSlname1350,,,,,,
1351,1,CUSfname1351,CUSlname1351,,,,,,
1352,1,CUSfname1352,CUSlname1352,,,,,,
1353,1,CUSfname1353,CUSlname1353,,,,,,
1354,1,CUSfname1354,CUSlname1354,,,,,,
1355,1,CUSfname1355,CUSlname1355,,,,,,
1356,1,CUSfname1356,CUSlname1356,,,,,,
1357,1,CUSfname1357,CUSlname1357,,,,,,
1358,1,CUSfname1358,CUSlname1358,,,,,,
1359,1,CUSfname1359,CUSlname1359,,,,,,
1360,1,CUSfname1360,CUSlname1360,,,,,,
1361,1,CUSfname1361,CUSlname1361,,,,,,
1362,1,CUSfname1362,CUSlname1362,,,,,,
1363,1,CUSfname1363,CUSlname1363,,,,,,
1364,1,CUSfname1364,CUSlname1364,,,,,,
1365,1,CUSfname1365,CUSlname1365,,,,,,
1366,1,CUSfname1366,CUSlname1366,,,,,,
1367,1,CUSfname1367,CUSlname1367,,,,,,
1368,1,CUSfname1368,CUSlname1368,,,,,,
1369,1,CUSfname1369,CUSlname1369,,,,,,
1370,1,CUSfname1370,CUSlname1370,,,,,,
1371,1,CUSfname1371,CUSlname1371,,,,,,
1372,1,CUSfname1372,CUSlname1372,,,,,,
1373,1,CUSfname1373,CUSlname1373,,,,,,
1374,1,CUSfname1374,CUSlname1374,,,,,,
1375,1,CUSfname1375,CUSlname1375,,,,,,
1376,1,CUSfname1376,CUSlname1376,,,,,,
1377,1,CUSfname1377,CUSlname1377,,,,,,
1378,1,CUSfname1378,CUSlname1378,,,,,,
1379,1,CUSfname1379,CUSlname1379,,,,,,
1380,1,CUSfname1380,CUSlname1380,,,,,,
1381,1,CUSfname1381,CUSlname1381,,,,,,
1382,2,CUSfname1382,CUSlname1382,,,,,,
1383,1,CUSfname1383,CUSlname1383,,,,,,
1384,1,CUSfname1384,CUSlname1384,,,,,,
1385,1,CUSfname1385,CUSlname1385,,,,,,
1386,1,CUSfname1386,CUSlname1386,,,,,,
1387,1,CUSfname1387,CUSlname1387,,,,,,
1388,1,CUSfname1388,CUSlname1388,,,,,,
1389,1,CUSfname1389,CUSlname1389,,,,,,
1390,1,CUSfname1390,CUSlname1390,,,,,,
1391,1,CUSfname1391,CUSlname1391,,,,,,
1392,1,CUSfname1392,CUSlname1392,,,,,,
1393,1,CUSfname1393,CUSlname1393,,,,,,
1394,1,CUSfname1394,CUSlname1394,,,,,,
1395,1,CUSfname1395,CUSlname1395,,,,,,
1396,1,CUSfname1396,CUSlname1396,,,,,,
1397,1,CUSfname1397,CUSlname1397,,,,,,
1398,1,CUSfname1398,CUSlname1398,,,,,,
1399,1,CUSfname1399,CUSlname1399,,,,,,
1400,1,CUSfname1400,CUSlname1400,,,,,,
1401,1,CUSfname1401,CUSlname1401,,,,,,
1402,1,CUSfname1402,CUSlname1402,,,,,,
1403,1,CUSfname1403,CUSlname1403,,,,,,
1404,1,CUSfname1404,CUSlname1404,,,,,,
1405,1,CUSfname1405,CUSlname1405,,,,,,
1406,1,CUSfname1406,CUSlname1406,,,,,,
1407,1,CUSfname1407,CUSlname1407,,,,,,
1408,1,CUSfname1408,CUSlname1408,,,,,,
1409,1,CUSfname1409,CUSlname1409,,,,,,
1410,1,CUSfname1410,CUSlname1410,,,,,,
1411,1,CUSfname1411,CUSlname1411,,,,,,
1412,1,CUSfname1412,CUSlname1412,,,,,,
1413,1,CUSfname1413,CUSlname1413,,,,,,
1414,1,CUSfname1414,CUSlname1414,,,,,,
1415,1,CUSfname1415,CUSlname1415,,,,,,
1416,2,CUSfname1416,CUSlname1416,,,,,,
1417,1,CUSfname1417,CUSlname1417,,,,,,
1418,1,CUSfname1418,CUSlname1418,,,,,,
1419,2,CUSfname1419,CUSlname1419,,,,,,
1420,2,CUSfname1420,CUSlname1420,,,,,,
1421,2,CUSfname1421,CUSlname1421,,,,,,
1422,1,CUSfname1422,CUSlname1422,,,,,,
1423,1,CUSfname1423,CUSlname1423,,,,,,
1424,1,CUSfname1424,CUSlname1424,,,,,,
1425,1,CUSfname1425,CUSlname1425,,,,,,
1426,1,CUSfname1426,CUSlname1426,,,,,,
1427,1,CUSfname1427,CUSlname1427,,,,,,
1428,1,CUSfname1428,CUSlname1428,,,,,,
1429,1,CUSfname1429,CUSlname1429,,,,,,
1430,1,CUSfname1430,CUSlname1430,,,,,,
1431,1,CUSfname1431,CUSlname1431,,,,,,
1432,1,CUSfname1432,CUSlname1432,,,,,,
1433,1,CUSfname1433,CUSlname1433,,,,,,
1434,1,CUSfname1434,CUSlname1434,,,,,,
1435,1,CUSfname1435,CUSlname1435,,,,,,
1436,1,CUSfname1436,CUSlname1436,,,,,,
1437,1,CUSfname1437,CUSlname1437,,,,,,
1438,1,CUSfname1438,CUSlname1438,,,,,,
1439,1,CUSfname1439,CUSlname1439,,,,,,
1440,1,CUSfname1440,CUSlname1440,,,,,,
1441,2,CUSfname1441,CUSlname1441,,,,,,
1442,2,CUSfname1442,CUSlname1442,,,,,,
1443,1,CUSfname1443,CUSlname1443,,,,,,
1444,1,CUSfname1444,CUSlname1444,,,,,,
1445,1,CUSfname1445,CUSlname1445,,,,,,
1446,1,CUSfname1446,CUSlname1446,,,,,,
1447,1,CUSfname1447,CUSlname1447,,,,,,
1448,1,CUSfname1448,CUSlname1448,,,,,,
1449,1,CUSfname1449,CUSlname1449,,,,,,
1450,1,CUSfname1450,CUSlname1450,,,,,,
1451,1,CUSfname1451,CUSlname1451,,,,,,
1452,1,CUSfname1452,CUSlname1452,,,,,,
1453,1,CUSfname1453,CUSlname1453,,,,,,
1454,1,CUSfname1454,CUSlname1454,,,,,,
1455,2,CUSfname1455,CUSlname1455,,,,,,
1456,1,CUSfname1456,CUSlname1456,,,,,,
1457,1,CUSfname1457,CUSlname1457,,,,,,
1458,1,CUSfname1458,CUSlname1458,,,,,,
1459,1,CUSfname1459,CUSlname1459,,,,,,
1460,1,CUSfname1460,CUSlname1460,,,,,,
1461,1,CUSfname1461,CUSlname1461,,,,,,
1462,1,CUSfname1462,CUSlname1462,,,,,,
1463,1,CUSfname1463,CUSlname1463,,,,,,
1464,1,CUSfname1464,CUSlname1464,,,,,,
1465,1,CUSfname1465,CUSlname1465,,,,,,
1466,1,CUSfname1466,CUSlname1466,,,,,,
1467,1,CUSfname1467,CUSlname1467,,,,,,
1468,1,CUSfname1468,CUSlname1468,,,,,,
1469,1,CUSfname1469,CUSlname1469,,,,,,
1470,1,CUSfname1470,CUSlname1470,,,,,,
1471,1,CUSfname1471,CUSlname1471,,,,,,
1472,1,CUSfname1472,CUSlname1472,,,,,,
1473,1,CUSfname1473,CUSlname1473,,,,,,
1474,1,CUSfname1474,CUSlname1474,,,,,,
1475,1,CUSfname1475,CUSlname1475,,,,,,
1476,1,CUSfname1476,CUSlname1476,,,,,,
1477,1,CUSfname1477,CUSlname1477,,,,,,
1478,1,CUSfname1478,CUSlname1478,,,,,,
1479,1,CUSfname1479,CUSlname1479,,,,,,
1480,1,CUSfname1480,CUSlname1480,,,,,,
1481,1,CUSfname1481,CUSlname1481,,,,,,
1482,1,CUSfname1482,CUSlname1482,,,,,,
1483,1,CUSfname1483,CUSlname1483,,,,,,
1484,1,CUSfname1484,CUSlname1484,,,,,,
1485,1,CUSfname1485,CUSlname1485,,,,,,
1486,1,CUSfname1486,CUSlname1486,,,,,,
1487,1,CUSfname1487,CUSlname1487,,,,,,
1488,1,CUSfname1488,CUSlname1488,,,,,,
1489,1,CUSfname1489,CUSlname1489,,,,,,
1490,1,CUSfname1490,CUSlname1490,,,,,,
1491,1,CUSfname1491,CUSlname1491,,,,,,
1492,1,CUSfname1492,CUSlname1492,,,,,,
1493,1,CUSfname1493,CUSlname1493,,,,,,
1494,1,CUSfname1494,CUSlname1494,,,,,,
1495,1,CUSfname1495,CUSlname1495,,,,,,
1496,1,CUSfname1496,CUSlname1496,,,,,,
1497,1,CUSfname1497,CUSlname1497,,,,,,
1498,1,CUSfname1498,CUSlname1498,,,,,,
1499,1,CUSfname1499,CUSlname1499,,,,,,
1500,1,CUSfname1500,CUSlname1500,,,,,,
1501,1,CUSfname1501,CUSlname1501,,,,,,
1502,1,CUSfname1502,CUSlname1502,,,,,,
1503,1,CUSfname1503,CUSlname1503,,,,,,
1504,1,CUSfname1504,CUSlname1504,,,,,,
1505,1,CUSfname1505,CUSlname1505,,,,,,
1506,1,CUSfname1506,CUSlname1506,,,,,,
1507,1,CUSfname1507,CUSlname1507,,,,,,
1508,1,CUSfname1508,CUSlname1508,,,,,,
1509,1,CUSfname1509,CUSlname1509,,,,,,
1510,1,CUSfname1510,CUSlname1510,,,,,,
1511,1,CUSfname1511,CUSlname1511,,,,,,
1512,1,CUSfname1512,CUSlname1512,,,,,,
1513,1,CUSfname1513,CUSlname1513,,,,,,
1514,1,CUSfname1514,CUSlname1514,,,,,,
1515,1,CUSfname1515,CUSlname1515,,,,,,
1516,1,CUSfname1516,CUSlname1516,,,,,,
1517,1,CUSfname1517,CUSlname1517,,,,,,
1518,1,CUSfname1518,CUSlname1518,,,,,,
1519,2,CUSfname1519,CUSlname1519,,,,,,
1520,2,CUSfname1520,CUSlname1520,,,,,,
1521,1,CUSfname1521,CUSlname1521,,,,,,
1522,1,CUSfname1522,CUSlname1522,,,,,,
1523,1,CUSfname1523,CUSlname1523,,,,,,
1524,1,CUSfname1524,CUSlname1524,,,,,,
1525,1,CUSfname1525,CUSlname1525,,,,,,
1526,1,CUSfname1526,CUSlname1526,,,,,,
1527,1,CUSfname1527,CUSlname1527,,,,,,
1528,1,CUSfname1528,CUSlname1528,,,,,,
1529,1,CUSfname1529,CUSlname1529,,,,,,
1530,1,CUSfname1530,CUSlname1530,,,,,,
1531,2,CUSfname1531,CUSlname1531,,,,,,
1532,2,CUSfname1532,CUSlname1532,,,,,,
1533,2,CUSfname1533,CUSlname1533,,,,,,
1534,2,CUSfname1534,CUSlname1534,,,,,,
1535,2,CUSfname1535,CUSlname1535,,,,,,
1536,2,CUSfname1536,CUSlname1536,,,,,,
1537,2,CUSfname1537,CUSlname1537,,,,,,
1538,2,CUSfname1538,CUSlname1538,,,,,,
1539,2,CUSfname1539,CUSlname1539,,,,,,
1540,1,CUSfname1540,CUSlname1540,,,,,,
1541,1,CUSfname1541,CUSlname1541,,,,,,
1542,1,CUSfname1542,CUSlname1542,,,,,,
1543,1,CUSfname1543,CUSlname1543,,,,,,
1544,1,CUSfname1544,CUSlname1544,,,,,,
1545,1,CUSfname1545,CUSlname1545,,,,,,
1546,1,CUSfname1546,CUSlname1546,,,,,,
1547,1,CUSfname1547,CUSlname1547,,,,,,
1548,1,CUSfname1548,CUSlname1548,,,,,,
1549,1,CUSfname1549,CUSlname1549,,,,,,
1550,1,CUSfname1550,CUSlname1550,,,,,,
1551,1,CUSfname1551,CUSlname1551,,,,,,
1552,1,CUSfname1552,CUSlname1552,,,,,,
1553,1,CUSfname1553,CUSlname1553,,,,,,
1554,1,CUSfname1554,CUSlname1554,,,,,,
1555,1,CUSfname1555,CUSlname1555,,,,,,
1556,1,CUSfname1556,CUSlname1556,,,,,,
1557,1,CUSfname1557,CUSlname1557,,,,,,
1558,1,CUSfname1558,CUSlname1558,,,,,,
1559,1,CUSfname1559,CUSlname1559,,,,,,
1560,1,CUSfname1560,CUSlname1560,,,,,,
1561,1,CUSfname1561,CUSlname1561,,,,,,
1562,1,CUSfname1562,CUSlname1562,,,,,,
1563,1,CUSfname1563,CUSlname1563,,,,,,
1564,1,CUSfname1564,CUSlname1564,,,,,,
1565,1,CUSfname1565,CUSlname1565,,,,,,
1566,1,CUSfname1566,CUSlname1566,,,,,,
1567,1,CUSfname1567,CUSlname1567,,,,,,
1568,1,CUSfname1568,CUSlname1568,,,,,,
1569,2,CUSfname1569,CUSlname1569,,,,,,
1570,2,CUSfname1570,CUSlname1570,,,,,,
1571,1,CUSfname1571,CUSlname1571,,,,,,
1572,1,CUSfname1572,CUSlname1572,,,,,,
1573,2,CUSfname1573,CUSlname1573,,,,,,
1574,1,CUSfname1574,CUSlname1574,,,,,,
1575,1,CUSfname1575,CUSlname1575,,,,,,
1576,1,CUSfname1576,CUSlname1576,,,,,,
1577,1,CUSfname1577,CUSlname1577,,,,,,
1578,1,CUSfname1578,CUSlname1578,,,,,,
1579,1,CUSfname1579,CUSlname1579,,,,,,
1580,1,CUSfname1580,CUSlname1580,,,,,,
1581,1,CUSfname1581,CUSlname1581,,,,,,
1582,1,CUSfname1582,CUSlname1582,,,,,,
1583,1,CUSfname1583,CUSlname1583,,,,,,
1584,1,CUSfname1584,CUSlname1584,,,,,,
1585,1,CUSfname1585,CUSlname1585,,,,,,
1586,1,CUSfname1586,CUSlname1586,,,,,,
1587,1,CUSfname1587,CUSlname1587,,,,,,
1588,1,CUSfname1588,CUSlname1588,,,,,,
1589,1,CUSfname1589,CUSlname1589,,,,,,
1590,1,CUSfname1590,CUSlname1590,,,,,,
1591,1,CUSfname1591,CUSlname1591,,,,,,
1592,1,CUSfname1592,CUSlname1592,,,,,,
1593,1,CUSfname1593,CUSlname1593,,,,,,
1594,1,CUSfname1594,CUSlname1594,,,,,,
1595,1,CUSfname1595,CUSlname1595,,,,,,
1596,1,CUSfname1596,CUSlname1596,,,,,,
1597,1,CUSfname1597,CUSlname1597,,,,,,
1598,1,CUSfname1598,CUSlname1598,,,,,,
1599,1,CUSfname1599,CUSlname1599,,,,,,
1600,1,CUSfname1600,CUSlname1600,,,,,,
1601,1,CUSfname1601,CUSlname1601,,,,,,
1602,1,CUSfname1602,CUSlname1602,,,,,,
1603,1,CUSfname1603,CUSlname1603,,,,,,
1604,1,CUSfname1604,CUSlname1604,,,,,,
1605,1,CUSfname1605,CUSlname1605,,,,,,
1606,1,CUSfname1606,CUSlname1606,,,,,,
1607,1,CUSfname1607,CUSlname1607,,,,,,
1608,1,CUSfname1608,CUSlname1608,,,,,,
1609,1,CUSfname1609,CUSlname1609,,,,,,
1610,1,CUSfname1610,CUSlname1610,,,,,,
1611,1,CUSfname1611,CUSlname1611,,,,,,
1612,1,CUSfname1612,CUSlname1612,,,,,,
1613,1,CUSfname1613,CUSlname1613,,,,,,
1614,1,CUSfname1614,CUSlname1614,,,,,,
1615,1,CUSfname1615,CUSlname1615,,,,,,
1616,1,CUSfname1616,CUSlname1616,,,,,,
1617,1,CUSfname1617,CUSlname1617,,,,,,
1618,1,CUSfname1618,CUSlname1618,,,,,,
1619,1,CUSfname1619,CUSlname1619,,,,,,
1620,1,CUSfname1620,CUSlname1620,,,,,,
1621,1,CUSfname1621,CUSlname1621,,,,,,
1622,1,CUSfname1622,CUSlname1622,,,,,,
1623,1,CUSfname1623,CUSlname1623,,,,,,
1624,1,CUSfname1624,CUSlname1624,,,,,,
1625,1,CUSfname1625,CUSlname1625,,,,,,
1626,1,CUSfname1626,CUSlname1626,,,,,,
1627,1,CUSfname1627,CUSlname1627,,,,,,
1628,1,CUSfname1628,CUSlname1628,,,,,,
1629,1,CUSfname1629,CUSlname1629,,,,,,
1630,1,CUSfname1630,CUSlname1630,,,,,,
1631,1,CUSfname1631,CUSlname1631,,,,,,
1632,1,CUSfname1632,CUSlname1632,,,,,,
1633,1,CUSfname1633,CUSlname1633,,,,,,
1634,1,CUSfname1634,CUSlname1634,,,,,,
1635,1,CUSfname1635,CUSlname1635,,,,,,
1636,1,CUSfname1636,CUSlname1636,,,,,,
1637,1,CUSfname1637,CUSlname1637,,,,,,
1638,1,CUSfname1638,CUSlname1638,,,,,,
1639,1,CUSfname1639,CUSlname1639,,,,,,
1640,1,CUSfname1640,CUSlname1640,,,,,,
1641,1,CUSfname1641,CUSlname1641,,,,,,
1642,1,CUSfname1642,CUSlname1642,,,,,,
1643,1,CUSfname1643,CUSlname1643,,,,,,
1644,1,CUSfname1644,CUSlname1644,,,,,,
1645,1,CUSfname1645,CUSlname1645,,,,,,
1646,1,CUSfname1646,CUSlname1646,,,,,,
1647,1,CUSfname1647,CUSlname1647,,,,,,
1648,1,CUSfname1648,CUSlname1648,,,,,,
1649,1,CUSfname1649,CUSlname1649,,,,,,
1650,1,CUSfname1650,CUSlname1650,,,,,,
1651,1,CUSfname1651,CUSlname1651,,,,,,
1652,1,CUSfname1652,CUSlname1652,,,,,,
1653,1,CUSfname1653,CUSlname1653,,,,,,
1654,1,CUSfname1654,CUSlname1654,,,,,,
1655,1,CUSfname1655,CUSlname1655,,,,,,
1656,1,CUSfname1656,CUSlname1656,,,,,,
1657,1,CUSfname1657,CUSlname1657,,,,,,
